,Title,Year,Age,Rotten Tomatoes
1385,Lost Song,2018,16+,45
1386,Fearless,2016,,45
1387,Izzy's Koala World,2020,all,45
1388,True and the Rainbow Kingdom,2017,all,45
1389,Power Rangers Ninja Steel,2017,7+,45
1390,LEGO Jurassic World: Legend of Isla Nublar,2019,all,45
1391,Silvana Sin Lana,2016,16+,45
1392,Castle and Castle,2018,,45
1393,Sugar Rush Christmas,2019,,45
1394,Buddy Thunderstruck,2017,7+,45
1395,Inside the Criminal Mind,2018,18+,45
1396,Drifting Dragons,2020,,45
1397,Late Night Restaurant,2015,16+,45
1398,Holiday Secrets,2019,16+,44
1399,Historical Roasts,2019,18+,44
1400,Twelve Forever,2019,7+,44
1401,The School Nurse Files,2020,,44
1402,Hibana: Spark,2016,,44
1403,Touch Your Heart,2019,,44
1404,Cricket Fever: Mumbai Indians,2019,,44
1405,Age of Tanks,2019,18+,44
1406,Best Leftovers Ever!,2020,all,44
1407,Rhyme Time Town,2020,all,44
1408,Go Dog Go,2021,all,44
1409,Samantha!,2018,7+,44
1410,Bread Barbershop,2020,,44
1411,Mighty Little Bheem,2019,all,44
1412,Fall In Love With Me,2014,,44
1413,Horrid Henry,2006,7+,44
1414,The Ollie & Moon Show,2017,all,44
1415,Dinotrux,2015,7+,44
1416,Close Your Eyes Before It's Dark,2016,,44
1417,Some Assembly Required,2014,all,44
1418,Beyblade Burst Rise,2020,7+,44
1419,Keeping Up with the Joneses,2010,7+,44
1420,Rainbow Rangers,2018,all,44
1421,Fartsa,2015,,44
1422,Dollar,2019,18+,44
1423,First and Last,2018,18+,44
1424,Over Christmas,2020,,44
1425,The Last Word,2020,,44
1426,A Love So Beautiful (KR),2020,,44
1427,Hjørdis,2015,all,44
1428,The Search,2020,,44
1429,Buried by the Bernards,2021,16+,44
1430,Strongest Deliveryman,2017,,44
1431,Kevin Hart: Don't F**k This Up,2019,18+,44
1432,Crime Diaries: Night Out,2019,,44
1433,LEGO City Adventures,2019,7+,44
1434,The Hollywood Masters,2017,,44
1435,Nature's Weirdest Events,2012,all,44
1436,Dragon Pilot: Hisone and Masotan,2018,16+,44
1437,Talking Tom and Friends,2014,7+,44
1438,Twice Upon a Time,2019,,44
1439,The Liar and His Lover,2017,,44
1440,Coach Snoop,2016,all,44
1441,Hero Mask,2018,16+,44
1442,Emily's Wonder Lab,2020,all,44
1443,The Ghost Bride,2020,18+,44
1444,West Coast Customs,2011,,44
1445,Chief of Staff,2019,16+,44
1446,Pup Academy,2019,,44
1447,Three Days of Christmas,2019,18+,44
1448,Homemade,2020,16+,44
1449,Ingress: The Animation,2018,all,44
1450,Exhibit A,2019,18+,44
1451,Apache: La vida de Carlos Tevez,2019,18+,44
1452,Home: Adventures with Tip & Oh,2016,7+,43
1453,Hotel Transylvania,2017,7+,43
1454,A Little Help with Carol Burnett,2018,,43
1455,The Garden of Heaven,2011,16+,43
1456,Julie's Greenroom,2017,,43
1457,Barbie Dreamhouse Adventures,2018,all,43
1458,Hidden Worlds,2018,all,43
1459,A Boy Named Flora A,2017,18+,43
1460,My Sassy Girl,2017,,43
1461,The Idhun Chronicles,2020,16+,43
1462,Larva Island,2018,,43
1463,44 Cats,2018,7+,43
1464,Refresh Man,2016,,43
1465,Battlefish,2018,,43
1466,Maradona in Mexico,2019,,43
1467,72 Dangerous Places to Live,2016,18+,43
1468,Drug Squad: Costa del Sol,2019,,43
1469,Turbo FAST,2013,7+,43
1470,The Forest of Love: Deep Cut,2020,,43
1471,Abla Fahita: Drama Queen,2021,,43
1472,Legend Quest,2017,7+,43
1473,Korean Pork Belly Rhapsody,2020,,43
1474,"Nuevo rico, nuevo pobre",2007,,43
1475,Tattoo Redo,2021,,43
1476,Dinosaur King,2007,7+,43
1477,Once Upon a Time in Lingjian Mountain,2019,all,43
1478,On Children,2018,,43
1479,The Prince Who Turns into a Frog,2005,,43
1480,Take My Brother Away,2018,all,43
1481,Juman,2019,,43
1482,The Rap Game,2016,7+,43
1483,Basketball or Nothing,2019,7+,43
1484,Go! Go! Cory Carson,2020,all,43
1485,Mother Goose Club,2010,,43
1486,Tiffany Haddish Presents: They Ready,2019,,43
1487,Possessed,2019,,43
1488,Someone Like You,2015,,43
1489,Little Singham,2018,,43
1490,Off Camera with Sam Jones,2014,,43
1491,Super Monsters,2017,all,43
1492,How to Ruin Christmas: The Wedding,2020,18+,43
1493,ReBoot: The Guardian Code,2018,7+,43
1494,Engineering Girls,2019,,43
1495,Hoff the Record,2015,16+,43
1496,Larry Charles' Dangerous World of Comedy,2019,18+,43
1497,Triad Princess,2019,18+,43
1498,Get Organized with The Home Edit,2020,,43
1499,Apaches,2015,18+,43
1500,Social Distance,2020,,42
1501,Followers,2020,18+,42
1502,13 Reasons Why: Beyond the Reasons,2017,18+,42
1503,One on One with Kirk Cameron,2019,,42
1504,Marriage or Mortgage,2021,,42
1505,Cupcake & Dino - General Services,2018,7+,42
1506,Ice Fantasy,2016,16+,42
1507,Revolutionary Love,2017,7+,42
1508,"Rica, Famosa, Latina",2014,,42
1509,Sunny Bunnies,2015,all,42
1510,Stretch Armstrong & the Flex Fighters,2017,7+,42
1511,The Who Was? Show,2018,,42
1512,The Wedding Coach,2021,,42
1513,Oscar's Oasis,2010,,42
1514,Simon,2016,all,42
1515,72 Cutest Animals,2016,,42
1516,Zig and Sharko,2010,all,42
1517,Criminal: Germany,2019,,42
1518,Glitter Force Doki Doki,2017,7+,42
1519,The Octonauts,2010,all,42
1520,Westside,2018,16+,42
1521,Alien TV,2020,7+,42
1522,My Perfect Landing,2020,,42
1523,Love Daily,2018,,42
1524,VeggieTales in the City,2017,all,42
1525,Love O2O,2016,16+,42
1526,Anitta: Made in Honório,2020,,42
1527,Upin & Ipin,2007,all,42
1528,Follow This,2018,18+,42
1529,Agent,2019,,42
1530,Garth Brooks: The Road I'm On,2019,,42
1531,Living Undocumented,2019,18+,42
1532,Fate/Extra Last Encore,2018,18+,42
1533,Alphablocks,2010,all,42
1534,Puerta 7,2020,18+,42
1535,The Witcher: A Look Inside the Episodes,2020,,42
1536,We Speak Dance,2018,7+,42
1537,Racket Boys,2021,16+,42
1538,Voices of Fire,2020,,42
1539,Heidi,2015,all,42
1540,The Many Faces of Ito,2017,,42
1541,Centaurworld,2021,7+,42
1542,Magmel of the Sea Blue,2019,7+,41
1543,Serial Killer with Piers Morgan,2017,,41
1544,The Legend of White Snake,2019,all,41
1545,Pet Stars,2021,,41
1546,Last Hope,2018,16+,41
1547,Msameer,2011,,41
1548,Nadiya Bakes,2020,,41
1549,Conspiracy,2015,,41
1550,Death by Magic,2018,7+,41
1551,Welcome to the Family,2018,16+,41
1552,Narcoworld: Dope Stories,2019,,41
1553,Motown Magic,2018,all,41
1554,Blazing Transfer Students,2017,,41
1555,Almost Happy,2020,,41
1556,Gormiti,2018,7+,41
1557,We Are: The Brooklyn Saints,2021,,41
1558,That's What Happened,2019,,41
1559,Takki,2012,all,41
1560,Lava Ka Dhaava,2021,,41
1561,Angelina Ballerina: The Next Steps,2009,all,41
1562,Z4,2018,all,41
1563,The Casketeers,2018,16+,41
1564,Age of Rebellion,2018,,41
1565,Spectros,2020,18+,41
1566,Dear My Friends,2016,,41
1567,Panda and Hedgehog,2012,,41
1568,Black Hollywood: 'They've Gotta Have Us',2018,,41
1569,A Year In Space,2016,,41
1570,My Runway,2016,7+,41
1571,LEGO Marvel Avengers: Climate Conundrum,2020,7+,41
1572,Cyborg 009: Call of Justice,2017,,41
1573,Dave Chappelle: Equanimity & The Bird Revelation,2017,,41
1574,Check The Store Next Door: The Next Chapter,2018,,41
1575,Somewhere Only We Know,2019,,41
1576,The Haunted House,2016,7+,40
1577,Oddbods (Shorts),2015,7+,40
1578,Tayo the Little Bus,2010,,40
1579,Cleo & Cuquin,2018,7+,40
1580,Inspector Gadget,2015,all,40
1581,Let's Fight Ghost,2021,,40
1582,Magic for Humans Spain,2021,18+,40
1583,The Defected,2019,,40
1584,The Qin Empire,2009,7+,40
1585,Creator's File: GOLD,2021,,40
1586,Fary: Hexagone,2020,,40
1587,The Comedy Lineup,2018,18+,40
1588,Back with the Ex,2019,,40
1589,Charlie's Colorforms City,2019,all,40
1590,Cloudy with a Chance of Meatballs,2017,all,40
1591,Team Kaylie,2019,,40
1592,Absurd Planet,2020,7+,40
1593,"Love, Now",2007,,40
1594,Mighty Express,2020,all,40
1595,Children of Adam,2020,18+,40
1596,Nowhere Man,2019,18+,40
1597,Office Girls,2011,,40
1598,Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,18+,40
1599,Mob Psycho 100,2018,all,40
1600,White Nights,2016,,40
1601,Lego Bionicle: The Journey to One,2016,7+,40
1602,Back Street Girls: Goku Dolls,2018,18+,40
1603,The Iliza Shlesinger Sketch Show,2020,18+,40
1604,Becoming Champions,2018,all,40
1605,Bakugan: Battle Planet,2018,all,40
1606,Terrorism Close Calls,2018,,40
1607,The Writer,2019,7+,40
1608,Robot Trains,2017,all,40
1609,Pororo the Little Penguin,2003,all,40
1610,Unrequited Love,2019,,40
1611,H2O - Abenteuer Meerjungfrau,2015,7+,40
1612,Rea(l)ove,2018,,40
1613,Scams,2019,,40
1614,The Fierce Wife,2010,16+,40
1615,Eugenie Nights - ليالي أوجيني,2018,16+,40
1616,Tiny Creatures,2020,7+,40
1617,A Taiwanese Tale of Two Cities,2018,,40
1618,Tango,2018,,40
1619,Standup and Away! with Brian Regan,2018,16+,40
1620,Black Crows,2018,18+,40
1621,Ainori Love Wagon: Asian Journey,2017,,40
1622,Yummy Mummies,2017,7+,40
1623,revisions,2019,18+,40
1624,Green Door,2019,18+,40
1625,Valentino,2020,,40
1626,Move,2020,,40
1627,Million Dollar Beach House,2020,18+,40
1628,I Hear You,2019,all,40
1629,Booba Aventuras na Cozinha,2020,,39
1630,Littlest Pet Shop: A World of Our Own,2018,all,39
1631,Spy Kids: Mission Critical,2018,all,39
1632,La Línea: Shadow of Narco,2020,,39
1633,Dino Girl Gauko,2019,7+,39
1634,Hasmukh,2020,18+,39
1635,Here to Heart,2018,7+,39
1636,Chosen,2018,,39
1637,COMEDIANS of the world,2019,,39
1638,The Good Bandit,2019,18+,39
1639,"Wait, My Youth",2019,all,39
1640,Ask the Doctor,2017,,39
1641,Locombianos,2021,18+,39
1642,Robocar Poli,2011,,39
1643,Rainbow Ruby,2016,all,39
1644,Justin Time,2011,all,39
1645,Fugitiva,2018,18+,39
1646,Sing On!,2020,,39
1647,Flinch,2019,7+,39
1648,Larva,2011,all,39
1649,Baby Ballroom,2017,,39
1650,Akbar Birbal,2014,,39
1651,StoryBots Super Songs,2016,all,39
1652,Space Jungle,2014,all,39
1653,VeggieTales In The House,2014,all,39
1654,LEGO Jurassic World: The Secret Exhibit,2018,7+,39
1655,Strong,2016,7+,39
1656,Legend Quest: Masters of Myth,2019,,39
1657,Mighty Little Bheem: Kite Festival,2021,,39
1658,The American Bible Challenge,2012,all,39
1659,Breakout,2010,,39
1660,GAME ON: A Comedy Crossover Event,2020,all,39
1661,ID-0,2017,16+,39
1662,Tijuana,2019,16+,39
1663,Dinotrux: Supercharged,2017,7+,39
1664,The Jungle Book,2010,all,39
1665,My Dear Boy,2017,,39
1666,Skin Decision: Before and After,2020,,39
1667,Rhyme Time Town Singalongs,2020,all,39
1668,Transformers: Rescue Bots Academy,2019,all,39
1669,"Noddy, Toyland Detective",2016,all,39
1670,Ricky Zoom,2019,all,39
1671,Popples,1986,all,39
1672,Edgar Rice Burroughs' Tarzan and Jane,2017,7+,39
1673,Chico Bon Bon: Monkey with a Tool Belt,2020,all,39
1674,Inborn Pair,2011,,38
1675,The Underclass,2020,,38
1676,Boca Juniors Confidential,2018,all,38
1677,ZOIDS WILD,2018,7+,38
1678,Holiday Home Makeover with Mr. Christmas,2020,all,38
1679,Nailed It! Mexico,2019,all,38
1680,Cabins in the Wild with Dick Strawbridge,2017,7+,38
1681,Best.Worst.Weekend.Ever.,2018,7+,38
1682,Fangbone!,2016,7+,38
1683,Wrong Kind of Black,2018,,38
1684,Disappearance,2018,,38
1685,I'm with the Band: Nasty Cherry,2019,,38
1686,Pinky Malinky,2019,7+,38
1687,The Crime,2015,,38
1688,Tayee,2018,,38
1689,Yanxi Palace: Princess Adventures,2019,,38
1690,Extreme Engagement,2019,18+,38
1691,Single Ladies Senior,2018,,38
1692,Deja Vu,2013,,38
1693,Care Bears and Cousins,2015,all,38
1694,Graceful Friends,2020,,38
1695,Spark,2016,,38
1696,The Miracle,2016,,38
1697,The In-Laws,2003,13+,38
1698,Hong Kong West Side Stories,2019,18+,38
1699,Life Plan A and B,2017,7+,38
1700,Empire Games,2018,7+,38
1701,Shrek's Swamp Stories,2008,,38
1702,J-Style Trip,2020,16+,37
1703,Camarón Revolution,2018,,37
1704,Block B - Under Arrest,2015,,37
1705,Kong: King of the Apes,2016,7+,37
1706,Fire Chasers,2017,,37
1707,Word Party,2016,all,37
1708,Power Players,2019,7+,37
1709,Legend of Chu and Han,2012,,37
1710,The Devil Punisher,2020,,37
1711,The Outsiders,2004,16+,37
1712,LEGO Elves,2017,,37
1713,Memory Love,2017,,37
1714,The Perfect Match,2017,,37
1715,Nailed It! France,2019,16+,37
1716,Love Family,2013,,37
1717,Southern Survival,2020,,37
1718,When I See You Again,2015,,37
1719,"Three Wives, One Husband",2018,,37
1720,The Charming Stepmom,2019,,37
1721,Journey of an African Colony,2020,,37
1722,The Little Nyonya,2008,,37
1723,Richie Rich,2015,all,37
1724,Justice,2019,7+,37
1725,Bookmarks: Celebrating Black Voices,2020,all,37
1726,Fifty,2017,,37
1727,Masha's Tales,2016,all,37
1728,Hook,2020,,37
1729,Pacto de Sangue,2018,,37
1730,Pablo,2017,,37
1731,Cairo Class,2019,,37
1732,What She Put on the Table,2017,,37
1733,The Land of Hypocrisy,2018,,37
1734,Meet the Adebanjos,2012,7+,37
1735,Inside the Freemasons,2017,,36
1736,All About Love,2010,,36
1737,Hyper Hardboiled Gourmet Report,2019,,36
1738,Rimba Racer,2015,,36
1739,Murphy's Law of Love,2015,,36
1740,Miss Culinary,2019,,36
1741,LEGO Friends: The Power of Friendship,2016,7+,36
1742,A Thousand Goodnights,2019,,36
1743,Secreto bien guardado,2019,,36
1744,The Unremarkable Juanquini,2020,,36
1745,Felipe Esparza: Bad Decisions,2020,,36
1746,True Tunes,2019,all,36
1747,The Judgement,2018,,36
1748,Dreamworks Spooky Stories,2012,7+,36
1749,I Have a Script,2019,7+,36
1750,Little Baby Bum: Nursery Rhyme Friends,2016,all,36
1751,28 Faces of the Moon,2016,7+,36
1752,Harvey Street Kids,2018,7+,36
1753,Buddi,2020,all,36
1754,Edha,2018,18+,36
1755,Eagle of Upper Egypt,2018,all,36
1756,Daughters of Destiny,2017,,36
1757,The Degenerates,2018,18+,36
1758,"Heidi, bienvenida a casa",2017,,36
1759,Chasing Cameron,2016,7+,36
1760,Country Ever After,2020,,36
1761,Chip and Potato,2018,all,36
1762,Lion Pride,2017,,35
1763,YG Future Strategy Office,2018,18+,35
1764,Love At Seventeen,2016,,35
1765,The Could’ve-Gone-All-the-Way Committee,2018,,35
1766,Diamond Lover,2015,,35
1767,Kid-E-Cats,2017,all,35
1768,Bo on the Go!,2007,all,35
1769,Easy Fortune Happy Life,2009,,35
1770,How to Live Mortgage Free with Sarah Beeny,2017,,35
1771,Bangkok Love Stories 2: Plead,2019,,35
1772,21 Again,2019,,35
1773,Monkey Twins,2018,,35
1774,Cocaine,2005,,35
1775,Love Around,2013,,35
1776,Тобот,2010,7+,35
1777,Sing On! Spain,2020,,35
1778,In The Bosom of a Thorn,2019,16+,35
1779,Sammy & Co,2014,,35
1780,Love and Hong Kong,2017,,35
1781,Nailed It! Germany,2020,,35
1782,YooHoo to the Rescue,2019,all,35
1783,Singles Villa,2015,,35
1784,Ladies Up,2020,,35
1785,Vai Anitta,2018,,35
1786,Styling Hollywood,2019,16+,35
1787,Trotro,2006,all,35
1788,Masha's Spooky Stories,2014,all,35
1789,The Goop Lab,2020,18+,35
1790,Kulipari: An Army of Frogs,2016,7+,35
1791,Angel 'N' Devil,2014,,34
1792,Happy Jail,2019,18+,34
1793,President,2010,,34
1794,Luo Bao Bei,2018,all,34
1795,Entangled,2014,,34
1796,Lavender,2001,16+,34
1797,Ojo's in d' House,2020,,34
1798,Frank Elstner: Just One Last Question,2019,,34
1799,Unriddle,2012,,34
1800,KO One,2005,7+,34
1801,Kulipari: Dream Walker,2018,all,34
1802,La Ley secreta,2018,,34
1803,Miniforce X,2019,,34
1804,Candy Online,2019,,34
1805,Oh Yuck!,2017,,34
1806,K.O.3an Guo,2009,16+,34
1807,Best Lover,2016,,34
1808,Nasce Uma Rainha,2020,,34
1809,Project S The Series,2017,,34
1810,DeMarcus Family Rules,2020,,34
1811,Bhaag Beanie Bhaag,2020,,34
1812,The Single Wives,2018,,34
1813,Morphle,2019,all,34
1814,Hello Ninja,2019,all,34
1815,Tian Bao Fuyao Lu,2020,,34
1816,Sakho & Mangane,2019,,34
1817,Zona Rosa,2019,,34
1818,Love Is In The Air,2010,,33
1819,"Crazy, Lovely, Cool",2018,,33
1820,See You in Time,2017,,33
1821,The Ultimatum,2009,,33
1822,Llama Llama,2018,all,33
1823,Part-Time Idol,2017,7+,33
1824,Color of Woman,2011,,33
1825,Love Cheque Charge,2014,,33
1826,My Dear Warrior,2019,,33
1827,The Sound of Your Heart: Reboot,2018,7+,33
1828,Ponysitters Club,2018,all,33
1829,Bangkok รัก Stories 2 ตอน ไม่เดียงสา,2018,,33
1830,The Truth Seekers,2016,,33
1831,Love for Ten: Generation of Youth,2013,,33
1832,Made in Mexico,2018,,32
1833,Kongsuni and Friends,2017,,32
1834,Love Storm,2016,,32
1835,Sleepless Society NYCTOPHOBIA,2019,,32
1836,Before 30,2015,,32
1837,ARASHI's Diary -Voyage-,2019,,32
1838,Afronta! Facing It!,2017,,32
1839,Bottersnikes & Gumbles,2016,7+,32
1840,Mighty Little Bheem: Diwali,2019,,32
1841,On the Real,2016,,32
1842,The 10 Sins,2019,,32
1843,True: Terrific Tales,2020,,32
1844,My MVP Valentine,2002,,32
1845,Shopkins,2014,all,32
1846,Sing On! Germany,2020,,32
1847,Especial Futbol De Primera 20 Años,2020,,31
1848,Dennis & Gnasher Unleashed!,2017,all,31
1849,Luna Petunia Return to Amazia,2018,all,31
1850,Luna Petunia,2016,all,31
1851,Iron Ladies,2018,,31
1852,Edge of the Universe,2002,,31
1853,The Dream Job,2016,,31
1854,Happy And,2011,16+,31
1855,High Risk,2011,,31
1856,Treehouse Detectives,2018,,31
1857,Jojo's World,2017,,31
1858,Stay Tuned!,2019,,31
1859,Borges Importadora,2018,,31
1860,Jimmy: The True Story of a True Idiot,2018,all,31
1861,Magic Cellphone,2016,,31
1862,Against the Tide,2014,,31
1863,Singapore Social,2019,,31
1864,Jusqu'à l'Aube,2020,18+,31
1865,At Dolphin Bay,2003,,31
1866,行医,2011,,31
1867,Way Back into Love,2011,,31
1868,Immortal Classic,2012,16+,31
1869,Droppin' Cash: Los Angeles,2018,16+,30
1870,Robozuna,2018,7+,30
1871,Yours Fatefully,2012,,30
1872,Lucky Days,2010,7+,30
1873,Be with You,2015,,30
1874,Stunt Science,2018,18+,30
1875,Word Party Songs,2020,,30
1876,Goodbye Dear Wife,2012,,30
1877,天国的嫁衣,2004,,30
1878,La Grande Chaumière Violette,2016,,30
1879,No Time for Shame,2019,,29
1880,Bangkok Buddies,2019,all,29
1881,Nailed It! Spain,2019,,29
1882,阳关道,2018,,29
1883,Cocomong,2008,,29
1884,Love Me Or Leave Me,2012,,29
1885,The Year of Happiness and Love,2009,7+,29
1886,Tjovitjo,2017,,29
1887,Jumping Girl,2015,,28
1888,Kibaoh Klashers,2017,7+,27
1889,Chhota Bheem,2008,,27
1890,Lugar de Mulher,2019,,26
1891,CoComelon,2020,,25
1892,Game Winning Hit,2009,,24
1893,La Esclava Blanca,2016,,24
1894,El Señor de los Cielos 5,2017,,24
1895,Manhunt: Deadly Games,2020,,23
1896,The Great British Baking Show: Holidays,2016,16+,23
1897,Trailer Park Boys: Out of the Park: USA,2017,,22
1898,Futmalls.com,2020,16+,22
1899,A House of Blocks,2017,18+,22
1900,Paprika,2018,all,21
1901,Fukrey Boyzzz,2019,all,21
1902,Click for Murder,2017,,21
1903,Sexy Central,2019,,21
1904,A Perfect Day for Arsenide,2021,,21
1905,Diamond City,2018,,20
1906,Beyond Stranger Things,2017,,20
1907,Unlucky Ploy,2020,,20
1908,Heart & Soul,2020,,20
1909,Hati Perempuan,2015,,19
1910,Caught on Camera,2014,,19
1911,Don't Be the First One,2020,,18
1912,True: Wonderful Wishes,2018,,18
1913,Two Fathers,2013,,18
1914,Monkart,2017,,18
1915,Westside Story,2003,,18
1916,Laws of Attraction,2012,,17
1917,World At Your Feet,2014,,17
1918,Miniforce,2016,,17
1919,The Truth,2008,,17
1920,Love Naggers,2018,,16
1921,Show Me the Money,2004,,16
1922,Sudden,2013,,16
1923,Hatchimals: Adventures in Hatchtopia,2018,,16
1924,Loo Loo Kids: Johny & Friends Musical Adventure,2016,all,16
1925,Under the Black Moonlight,2016,,16
1926,Running Man (Animated),2017,7+,16
1927,Sleepless Society: Bedtime Wishes,2019,,16
1928,The Governor,2016,,14
1929,Dance & Sing with True,2018,,14
1930,Sin Ellas No Hay Paraíso,2013,,14
1931,True: Magical Friends,2018,,14
1932,The Princess Weiyoung - 锦绣未央,2016,,14
1933,DreamWorks Spooky Stories Volume 2,2011,,14
1934,The Family Court,2010,,14
1935,Million Yen Women,2017,,14
1936,Argon,2017,,14
1937,The Golden Path,2012,,13
1938,Road to Victory,2001,,13
1939,My Little Baby,2016,,13
1940,Ordinary Heroes,2013,,13
1941,Bal Ganesh,2012,,13
1942,Cinta Si Wedding Planner,2015,,13
1943,Together,2009,,13
1944,Sons of the Caliphate,2016,,13
1945,Paul Hollywood's Big Continental Road Trip,2017,,13
1946,The Confrontation,2018,,10
1947,Dhia Sofea,2014,,10
1948,K-Pop Extreme Survival,2012,,10
1949,Be with Me,2015,,10
1950,Genius,2017,16+,74
1951,Mom,2013,16+,71
1952,The Bridge,2013,18+,69
1953,The Son,2017,16+,67
1954,Midnight Sun,2016,,58
1955,Paradox,2009,16+,56
1956,The Show Must Go On: The Queen + Adam Lambert Story,2019,,44
1957,Destiny,2014,,31
1958,Aurora,2010,,14
1959,Howards End,2017,7+,64
1960,Thriller,1960,,56
1961,Pandora,2019,7+,52
1962,Hole in the Wall,2008,all,51
1963,Charlie's Angels,2011,16+,44
1964,Into the Wild,2014,,41
1965,Ghost Stories,1997,,39
1966,Human Nature,2013,,13
1967,The Bad Batch,2021,7+,82
1968,The Muppets,2015,7+,64
1969,Pick of the Litter,2019,7+,47
1970,Becoming,2020,16+,38
1971,The Irishman,2019,18+,98
1972,Dangal,2016,7+,97
1973,David Attenborough: A Life on Our Planet,2020,7+,95
1974,Lagaan: Once Upon a Time in India,2001,7+,94
1975,Roma,2018,18+,94
1976,To All the Boys I've Loved Before,2018,13+,94
1977,The Social Dilemma,2020,13+,93
1978,Okja,2017,13+,92
1979,The Ballad of Buster Scruggs,2018,16+,92
1980,The Trial of the Chicago 7,2020,18+,92
1981,Article 15,2019,18+,92
1982,"Jim & Andy: The Great Beyond- Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,18+,92
1983,Dolemite Is My Name,2019,18+,92
1984,Mudbound,2017,18+,91
1985,Swades,2004,all,91
1986,Fyre,2019,18+,91
1987,Miss Americana,2020,18+,90
1988,Virunga,2014,16+,90
1989,Black Friday,2004,18+,90
1990,Talvar,2015,7+,90
1991,The King,2019,18+,90
1992,John Mulaney: Kid Gorgeous at Radio City,2018,18+,89
1993,I Am Mother,2019,13+,89
1994,Tell Me Who I Am,2019,18+,89
1995,The Departed,2006,18+,89
1996,Winter on Fire: Ukraine's Fight for Freedom,2015,16+,89
1997,Terminator 2: Judgment Day,1991,18+,89
1998,I Lost My Body,2019,18+,89
1999,Django Unchained,2012,18+,89
2000,The Half of It,2020,13+,89
2001,The Boy Who Harnessed the Wind,2019,7+,89
2002,The Devil All the Time,2020,18+,89
2003,The Fundamentals of Caring,2016,18+,89
2004,Pieces of a Woman,2020,18+,88
2005,Gerald's Game,2017,18+,88
2006,On Body and Soul,2017,,88
2007,Shutter Island,2010,18+,88
2008,Always Be My Maybe,2019,13+,88
2009,The Intouchables,2011,7+,88
2010,Bill Burr: Paper Tiger,2019,18+,87
2011,Special 26,2013,,87
2012,Kiss the Ground,2020,18+,87
2013,Crip Camp: A Disability Revolution,2020,18+,87
2014,Extraction,2020,18+,87
2015,No Direction Home: Bob Dylan,2005,all,87
2016,Kabhi Khushi Kabhie Gham,2001,all,87
2017,His House,2020,16+,87
2018,Super Deluxe,2019,18+,87
2019,The Guernsey Literary & Potato Peel Pie Society,2018,16+,87
2020,A Secret Love,2020,18+,87
2021,The Night Comes for Us,2018,18+,87
2022,The Big Lebowski,1998,18+,87
2023,Pad Man,2018,13+,87
2024,American Factory,2019,13+,86
2025,Bird Box,2018,18+,86
2026,The Pianist,2002,18+,86
2027,3 Idiots,2009,13+,86
2028,The Distinguished Citizen,2016,,86
2029,A Shaun the Sheep Movie: Farmageddon,2019,all,86
2030,A Clockwork Orange,1971,18+,86
2031,What Happened to Monday,2017,18+,86
2032,Anthony Jeselnik: Thoughts and Prayers,2015,18+,86
2033,The White Helmets,2016,16+,86
2034,Invader ZIM: Enter the Florpus,2019,7+,86
2035,Happy as Lazzaro,2018,13+,85
2036,Chasing Coral,2017,,85
2037,Kal Ho Naa Ho,2003,all,85
2038,Pan's Labyrinth,2006,18+,85
2039,Team Foxcatcher,2016,16+,85
2040,The Meyerowitz Stories (New and Selected),2017,18+,85
2041,Casino Royale,2006,13+,85
2042,The Hateful Eight,2015,18+,85
2043,Rush,2013,18+,84
2044,Zombieland,2009,18+,84
2045,Eurovision Song Contest: The Story of Fire Saga,2020,13+,84
2046,Kapoor & Sons,2016,13+,84
2047,The Perfection,2018,18+,84
2048,Dave Chappelle: Sticks & Stones,2019,18+,84
2049,There Will Be Blood,2007,18+,84
2050,Million Dollar Baby,2004,13+,84
2051,The Social Network,2010,13+,84
2052,The Christmas Chronicles,2018,7+,84
2053,Monty Python and the Holy Grail,1975,7+,84
2054,The Pixar Story,2007,all,84
2055,Ma Rainey's Black Bottom,2020,18+,84
2056,Calibre,2018,18+,84
2057,Silver Linings Playbook,2012,18+,84
2058,Over the Moon,2020,7+,84
2059,"What Happened, Miss Simone?",2015,,84
2060,Nightcrawler,2014,18+,84
2061,1922,2017,18+,84
2062,Paddleton,2019,18+,84
2063,Cargo,2017,,84
2064,Rain Man,1988,18+,83
2065,Cuba and the Cameraman,2017,,83
2066,The Ritual,2017,18+,83
2067,The Hater,2020,18+,83
2068,The Edge of Democracy,2019,16+,83
2069,22-Jul,2018,18+,83
2070,Adam Sandler: 100% Fresh,2018,18+,83
2071,Guru,2007,13+,83
2072,A Twelve-Year Night,2018,18+,83
2073,Dumplin',2018,13+,83
2074,The Conjuring,2013,18+,83
2075,Marriage Story,2019,18+,83
2076,My Octopus Teacher,2020,all,83
2077,About Time,2013,13+,83
2078,Hey Arnold! The Jungle Movie,2017,7+,83
2079,Kung Fu Panda,2008,7+,83
2080,Superbad,2007,18+,83
2081,The Invisible Guest,2016,18+,83
2082,Chinatown,1974,18+,82
2083,Mystic River,2003,18+,82
2084,The Theory of Everything,2014,13+,82
2085,Springsteen On Broadway,2018,,82
2086,The Life Ahead,2020,13+,82
2087,The Terminal,2004,13+,82
2088,Scott Pilgrim vs. the World,2010,13+,82
2089,Being Elmo: A Puppeteer's Journey,2011,7+,82
2090,Life of Brian,1979,18+,82
